"receiver_id","purchasing_organisation","project_operatedby","installation_name","station_name","receiver_deployment_id","deployment_date","deployment_longitude","deployment_latitude","recovery_date","recovery_longitude","recovery_latitude","receiver_status"
"VR2W-114001","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_011",43824329,2012-07-12 21:30:00,151.30345,-33.76542,2012-11-27 00:30:00,151.30345,-33.76542,"NEW"
"VR2W-114003","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_004",43824308,2012-07-12 21:30:00,151.29675,-33.78242,2012-11-27 00:30:00,151.29675,-33.78242,"NEW"
"VR2W-119253","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_003",43824305,2012-07-12 21:30:00,151.29436,-33.78282,2012-11-27 00:30:00,151.29436,-33.78282,NA
"VR2W-119254","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_002",43824302,2012-07-12 21:30:00,151.29266,-33.78485,2012-11-27 00:30:00,151.29266,-33.78485,NA
"VR2W-119248","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_006",43824314,2012-07-12 21:30:00,151.29538,-33.7788,2012-11-27 00:30:00,151.29538,-33.7788,NA
"VR2W-119251","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_001",43824299,2012-07-12 21:30:00,151.29199,-33.78722,2012-11-27 00:30:00,151.29199,-33.78722,NA
"VR2W-119247","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_008",43824320,2012-07-12 21:30:00,151.29523,-33.77511,2012-11-27 00:30:00,151.29523,-33.77511,NA
"VR2W-114410","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_015",46993949,2012-07-12 21:30:00,151.30029,-33.75454,2014-08-31 22:55:00,151.30029,-33.75454,"DEPLOYED"
"VR2W-119249","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_013",43824335,2012-07-12 21:30:00,151.30254,-33.75962,2012-11-27 00:30:00,151.30254,-33.75962,NA
"VR2W-119250","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI North Sydney Drummer Array","Manly_005",43824311,2012-07-12 21:30:00,151.2968,-33.78072,2012-11-27 00:30:00,151.2968,-33.78072,NA
"VR2W-114824","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","West Channel # 2 - Sth of # 1",126909056,2012-07-12 17:27:53,144.7181833,-38.24655,2013-08-08 17:19:54,144.7181833,-38.24655,"DEPLOYED"
"VR2W-107478","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Anonyma shoal(Sandringham)",126507072,2012-07-12 17:26:01,144.98865,-37.95741667,2013-08-05 19:41:26,144.98865,-37.95741667,"DEPLOYED"
"VR2W-107509","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","West Channel # 1",126908978,2012-07-12 17:25:04,144.746,-38.20506667,2013-08-08 10:24:49,144.746,-38.20506667,"DEPLOYED"
"VR2W-107515","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","The heads 6",126909007,2012-07-12 17:24:28,144.6841,-38.2941,2013-08-08 16:02:34,144.6841,-38.2941,"DEPLOYED"
"VR2W-109645","CSIRO","Port Stephens Marine Park tracking project","Port Stephens Inshore","YAC02",51052039,2012-07-12 01:00:47,152.1816333,-32.6986666,NA,NA,NA,"RECOVERED"
"VR2W-109584","NSW Department of Primary Industries","Port Stephens Marine Park tracking project","Port Stephens Inshore","HA02",39505064,2012-07-12 00:28:43,152.158,-32.703,NA,NA,NA,NA
"VR2W-103382","NSW Department of Primary Industries","Port Stephens Marine Park tracking project","Port Stephens Offshore","TM01",39505015,2012-07-12 00:19:44,152.189424,-32.712563,NA,NA,NA,"RECOVERED"
"VR2W-103394","NSW Department of Primary Industries","Port Stephens Marine Park tracking project","Port Stephens Inshore","SHB02",39505055,2012-07-12 00:09:48,152.1723166,-32.7160183,NA,NA,NA,"RECOVERED"
"VR2W-101076","NSW Department of Primary Industries","Port Stephens Marine Park tracking project","Port Stephens Inshore","NB01",39505067,2012-07-11 23:30:02,152.15,-32.709,NA,NA,NA,NA
"VR2W-114555","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","The Key Hole",3968092,2012-07-11 21:40:00,152.08267,-23.51292,2013-01-18 01:32:00,152.08267,-23.51292,NA
"VR2W-114581","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT11",3566990,2012-07-11 21:00:00,152.10031,-23.50505,2013-01-18 00:14:00,152.10031,-23.50505,NA
"VR2W-101787","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 5",3566992,2012-07-11 20:46:00,152.0938,-23.51377,2013-01-18 00:46:00,152.0938,-23.51377,NA
"VR2W-111253","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 1",3566988,2012-07-11 19:36:00,152.04056,-23.50612,2013-01-18 02:50:00,152.04056,-23.50612,NA
"VR2W-112757","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","S4",43110581,2012-07-11 05:05:00,152.03804,-23.45718,2013-01-18 23:27:00,152.03804,-23.45718,NA
"VR2W-119285","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Long Reef - the wall","Long Reef",77509634,2012-07-11 05:28:23,151.329,-33.738,2012-08-22 14:42:10,151.329,-33.738,NA
"VR2W-112756","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","S5",43110584,2012-07-11 04:22:00,152.03047,-23.41777,2013-01-19 00:05:00,152.03047,-23.41777,NA
"VR2W-112758","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","S1",43110572,2012-07-11 03:53:55,152.05516,-23.41504,2013-01-19 00:48:58,152.05516,-23.41504,NA
"VR2W-112759","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","S2",43110575,2012-07-11 03:27:00,152.03952,-23.43652,2013-01-19 01:25:00,152.03952,-23.43652,NA
"VR2W-112755","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","S3",43110578,2012-07-11 03:01:00,152.03804,-23.45718,2013-01-19 01:57:37,152.03804,-23.45718,NA
"VR2W-114539","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 6",3566994,2012-07-11 00:10:00,152.07425,-23.51198,2013-01-18 01:51:00,152.07425,-23.51198,NA
"VR2W-114582","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 7",3566996,2012-07-10 23:53:00,152.05556,-23.50873,2013-01-18 02:17:00,152.05556,-23.50873,NA
"VR2W-106874","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 14",3566911,2012-07-09 01:32:00,151.96519,-23.47367,2013-01-15 03:38:00,151.96519,-23.47367,"DEPLOYED"
"VR2W-114553","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","S Heron",3566986,2012-07-09 01:12:00,151.97821,-23.47238,2013-01-16 08:34:13,151.97821,-23.47238,NA
"VR2W-114554","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 13",3566905,2012-07-09 00:48:00,151.99083,-23.46936,2013-01-16 08:21:24,151.99083,-23.46936,NA
"VR2W-106875","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","Heron E2",3566971,2012-07-09 00:32:00,151.99879,-23.45786,2013-01-16 08:39:01,151.99879,-23.45786,"DEPLOYED"
"VR2W-113984","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 12",3566915,2012-07-09 00:17:00,151.99947,-23.44943,2013-01-16 08:43:42,151.99947,-23.44943,NA
"VR2W-114577","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","Heron E1",3566963,2012-07-08 23:58:00,151.99969,-23.43712,2013-01-16 00:35:00,151.99969,-23.43712,NA
"VR2W-110500","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI Wollongong Drummer Array","Wollongong_007",46861365,2012-07-08 21:30:00,150.91357,-34.42053,2012-11-01 06:30:00,150.91357,-34.42053,NA
"VR2W-112170","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI Wollongong Drummer Array","Wollongong_013",46861377,2012-07-08 21:30:00,150.9111,-34.42015,2012-11-01 06:30:00,150.9111,-34.42015,NA
"VR2W-109614","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI Wollongong Drummer Array","Wollongong_008",46861368,2012-07-08 21:30:00,150.911156,-34.42266,2012-11-01 06:30:00,150.911156,-34.42266,NA
"VR2W-109607","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI Wollongong Drummer Array","Wollongong_001",46861356,2012-07-08 21:30:00,150.91035,-34.42368,2012-11-01 06:30:00,150.91035,-34.42368,NA
"VR2W-109586","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI Wollongong Drummer Array","Wollongong_010",46861382,2012-07-08 21:30:00,150.91205,-34.42147,2012-11-01 06:30:00,150.91205,-34.42147,NA
"VR2W-109599","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI Wollongong Drummer Array","Wollongong_011",46861374,2012-07-08 21:30:00,150.91394,-34.42247,2012-11-01 06:30:00,150.91394,-34.42247,NA
"VR2W-112169","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI Wollongong Drummer Array","Wollongong_002",46861359,2012-07-08 21:30:00,150.91208,-34.42346,2012-11-01 06:30:00,150.91208,-34.42346,NA
"VR2W-103699","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI Wollongong Drummer Array","Wollongong_006",46861362,2012-07-08 21:30:00,150.909308,-34.419323,2012-11-01 06:30:00,150.909308,-34.419323,NA
"VR2W-109608","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI Wollongong Drummer Array","Wollongong_009",46861371,2012-07-08 21:30:00,150.90791,-34.41913,2012-11-01 06:30:00,150.90791,-34.41913,NA
"VR2W-113982","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 18",3566949,2012-07-08 03:57:00,151.91231,-23.44754,2013-01-17 04:17:00,151.91231,-23.44754,NA
"VR2W-113112","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 17",3566935,2012-07-08 03:34:00,151.92249,-23.45487,2013-01-16 04:41:00,151.92249,-23.45487,NA
"VR2W-106914","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 16",3566785,2012-07-08 03:15:00,151.93471,-23.46501,2013-01-16 08:25:41,151.93471,-23.46501,"RECOVERED"
"VR2W-106869","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 15",3566784,2012-07-08 02:58:00,151.94704,-23.47091,2013-01-16 03:45:00,151.94704,-23.47091,"DEPLOYED"
"VR2W-101717","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 11",3566913,2012-07-08 01:43:00,151.99995,-23.42931,2013-01-16 08:16:42,151.99995,-23.42931,"RECOVERED"
"VR2W-106880","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 24",3566929,2012-07-08 01:25:00,151.9807,-23.43666,2013-01-15 23:48:00,151.9807,-23.43666,"RECOVERED"
"VR2W-106879","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 23",3566920,2012-07-08 01:22:00,151.96806,-23.43562,2013-01-16 23:19:00,151.96806,-23.43562,"RECOVERED"
"VR2W-106883","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","NW Heron",3566981,2012-07-08 01:18:00,151.91539,-23.43442,2013-01-17 07:48:39,151.91539,-23.43442,"RECOVERED"
"VR2W-101729","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 22",3566916,2012-07-08 00:42:00,151.95218,-23.42828,2013-01-16 23:47:00,151.95218,-23.42828,"RECOVERED"
"VR2W-101335","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","NE Heron",3566977,2012-07-08 00:24:00,151.94185,-23.43433,2013-01-17 00:30:00,151.94185,-23.43433,"RECOVERED"
"VR2W-106896","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 21",3566938,2012-07-08 00:06:00,151.92682,-23.43282,2013-01-17 00:48:00,151.92682,-23.43282,"RECOVERED"
"VR2W-106888","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 20",3566943,2012-07-07 23:20:00,151.90315,-23.43458,2013-01-17 08:15:47,151.90315,-23.43458,"RECOVERED"
"VR2W-113983","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 19",3566958,2012-07-07 23:03:00,151.89972,-23.43958,2013-01-15 04:43:00,151.89972,-23.43958,NA
"VR2W-119287","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","NSW DPI offshore FAD array","Sydney Mooring 140m",60235676,2012-07-05 23:30:00,151.45,-34,2012-11-08 06:54:43,151.45,-34,NA
"VR2W-114823","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Tyre reef",126909046,2012-07-05 14:18:59,145.0788,-38.05116667,2013-06-26 13:48:28,145.0788,-38.05116667,"DEPLOYED"
"VR2W-107488","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Rec reef",126507159,2012-07-05 14:18:23,145.0769667,-38.03608333,2013-06-26 14:02:34,145.0769667,-38.03608333,"DEPLOYED"
"VR2W-107481","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Tedesco reef",126507116,2012-07-05 14:16:13,145.0991833,-38.08735,2013-06-26 12:44:57,145.0991833,-38.08735,"DEPLOYED"
"VR2W-114832","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Ricketts natural reef",126909688,2012-07-05 14:14:59,145.0335,-38.00345,2013-06-26 15:30:42,145.0335,-38.00345,"DEPLOYED"
"VR2W-114826","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","The heads 0",126909077,2012-07-05 14:14:20,144.67045,-38.26976667,2013-03-12 12:15:44,144.67045,-38.26976667,NA
"VR2W-114825","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","The heads 0",126909070,2012-07-05 14:13:30,144.67045,-38.26976667,2013-06-26 16:12:52,144.67045,-38.26976667,NA
"VR2-6441","Fisheries Victoria (Fisheries Research Branch)","VIC Fisheries Snapper - Port Phillip Bay","VIC DPI Port Phillip Bay","Dumb Joe",126506966,2012-07-05 14:11:00,144.8361167,-37.92901667,2013-06-26 14:49:34,144.8361167,-37.92901667,"DEPLOYED"
"VR2W-106913","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 29",3566782,2012-07-04 23:15:00,151.98003,-23.45055,2013-01-15 00:30:00,151.98003,-23.45055,"RECOVERED"
"VR2W-106916","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 28",3566781,2012-07-04 23:15:00,151.96809,-23.44894,2013-01-15 00:14:00,151.96809,-23.44894,"RECOVERED"
"VR2W-106873","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 30",3566783,2012-07-04 22:50:00,151.96498,-23.45711,2013-01-15 00:05:00,151.96498,-23.45711,"RECOVERED"
"VR2W-106877","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 4",3566760,2012-07-03 23:15:00,152.09641,-23.49146,2013-04-02 04:10:00,152.09641,-23.49146,"RECOVERED"
"VR2W-101880","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 3",3566765,2012-07-03 22:45:00,152.08263,-23.47931,2013-01-18 05:10:00,152.08263,-23.47931,"RECOVERED"
"VR2W-106892","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 27",3566780,2012-07-03 22:14:00,151.94925,-23.44342,2013-01-14 23:40:00,151.94925,-23.44342,"RECOVERED"
"VR2W-111268","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 2",3566763,2012-07-03 22:06:00,152.04584,-23.49207,2013-01-18 03:35:00,152.04584,-23.49207,"RECOVERED"
"VR2W-113985","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 9",3566766,2012-07-03 21:50:00,152.06409,-23.49939,2013-07-02 16:33:00,152.06409,-23.49939,NA
"VR2W-101692","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 51",3566768,2012-07-03 21:39:00,152.06139,-23.4872,2013-01-18 04:12:00,152.06139,-23.4872,"RECOVERED"
"VR2W-106894","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 26",3566777,2012-07-03 21:35:00,151.93344,-23.44721,2013-01-14 23:23:00,151.93344,-23.44721,"RECOVERED"
"VR2W-101711","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT12",3566767,2012-07-03 21:15:00,152.07132,-23.48244,2013-01-18 04:31:00,152.07132,-23.48244,"RECOVERED"
"VR2W-106872","IMOS-ATF","IMOS-ATF Heron Island","IMOS-ATF Heron Island","HER 25",3566774,2012-07-03 05:42:00,151.92105,-23.44353,2013-01-14 23:02:29,151.92105,-23.44353,"RECOVERED"
"VR2W-106887","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT L 2",3566770,2012-07-02 21:45:00,152.06161,-23.49936,2013-07-03 06:55:00,152.06161,-23.49936,"RECOVERED"
"VR2W-101839","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 8",3566769,2012-07-02 21:20:00,152.05246,-23.4985,2013-07-03 06:39:00,152.05246,-23.4985,NA
"VR2W-106917","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT L 1",3566771,2012-07-02 21:05:00,152.05185,-23.49606,2013-07-05 07:31:02,152.05185,-23.49606,"RECOVERED"
"VR2W-110633","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT L 7",3566773,2012-07-02 03:50:00,152.07674,-23.50139,2013-07-02 09:38:00,152.07674,-23.50139,NA
"VR2W-101801","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT 10",3566772,2012-07-02 03:42:00,152.07939,-23.49704,2013-07-02 09:50:00,152.07939,-23.49704,"RECOVERED"
"VR2W-114550","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT L 3",3566778,2012-07-02 03:35:00,152.07541,-23.49355,2013-07-02 10:01:00,152.07541,-23.49355,NA
"VR2W-106902","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT L 4",3566779,2012-07-02 03:22:00,152.08066,-23.48838,2013-07-02 18:41:59,152.08066,-23.48838,"RECOVERED"
"VR2W-101727","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT L 5",3566775,2012-07-02 03:10:00,152.0863,-23.49546,2013-07-02 10:28:00,152.0863,-23.49546,"DEPLOYED"
"VR2W-101902","IMOS-ATF","IMOS-ATF One Tree Island","IMOS-ATF One Tree Island","OT L 6",3566899,2012-07-02 03:00:00,152.08888,-23.50366,2013-07-02 09:22:00,152.08888,-23.50366,"DEPLOYED"
"VR2W-109058","The University of Queensland","UQ Project Manta east Australia","Lady Elliot Island SEQ","LEI_Severence",70528099,2012-07-01 14:00:00,152.7079833,-24.11345,2012-09-12 13:59:00,152.7079833,-24.11345,NA
"VR2W-111027","James Cook University","Townsville Reefs","Davies Reef","Davies 1",104617826,2012-06-29 04:31:54,147.62935,-18.84598,2013-04-01 13:15:36,147.62935,-18.84598,NA
"VR2W-111028","James Cook University","Townsville Reefs","Davies Reef","Davies 2",104617829,2012-06-29 04:31:01,147.62492,-18.83558,2013-04-01 03:20:36,147.62492,-18.83558,NA
"VR2W-109054","The University of Queensland","UQ Project Manta east Australia","Lady Elliot Island SEQ","LEI_Groupers",70528127,2012-06-29 14:18:47,152.7225167,-24.10615,2012-09-13 12:06:53,152.7225167,-24.10615,NA
"VR2W-109056","The University of Queensland","UQ Project Manta east Australia","Lady Elliot Island SEQ","LEI_Spider's Ledge",70528120,2012-06-29 13:22:33,152.7139333,-24.1051167,2012-09-16 11:42:59,152.7139333,-24.1051167,NA
"VR2W-109051","The University of Queensland","UQ Project Manta east Australia","Lady Elliot Island SEQ","LEI_Tubes",70528113,2012-06-29 13:21:27,152.7222833,-24.1186833,2012-09-13 11:44:53,152.7222833,-24.1186833,NA
"VR2W-113961","James Cook University","Townsville Reefs","Little Broadhurst Reef","Little Broadhurst 1",104617888,2012-06-29 02:30:27,147.68538,-18.94443,2013-04-01 11:47:00,147.68538,-18.94443,NA
"VR2W-113962","James Cook University","Townsville Reefs","Little Broadhurst Reef","Little Broadhurst 2",104617891,2012-06-29 02:30:04,147.68883,-18.9338,2013-04-01 00:49:36,147.68883,-18.9338,NA
"VR2W-113960","James Cook University","Townsville Reefs","Pinnacle Reef","Pinnacle 1",104617906,2012-06-29 00:00:25,147.55664,-19.02058,2013-04-01 00:45:36,147.55664,-19.02058,NA
"VR2W-112189","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","Ind_006",75191213,2012-06-28 21:44:54,150.46619,-34.8877,2013-07-17 20:14:42,150.46619,-34.8877,NA
"VR2W-109613","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","HB_001",75191171,2012-06-28 21:42:48,150.49274,-34.88558,2013-07-17 20:18:17,150.49274,-34.88558,NA
"VR2W-112194","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","Ind_005",75191220,2012-06-28 21:41:56,150.50674,-34.89814,2013-07-17 19:28:40,150.50674,-34.89814,NA
"VR2W-109587","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_084",75191136,2012-06-28 15:41:38,150.71324,-34.89006,2013-07-16 18:40:41,150.71324,-34.89006,NA
"VR2W-109591","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_103",75191150,2012-06-27 21:40:27,150.52103,-34.88314,2013-07-17 19:50:01,150.52103,-34.88314,NA
"VR2W-109615","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_071",75191178,2012-06-27 21:35:50,150.55457,-34.85164,2013-07-17 20:19:48,150.55457,-34.85164,NA
"VR2W-106295","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_070",75191122,2012-06-27 21:34:22,150.55046,-34.86323,2013-07-17 19:14:06,150.55046,-34.86323,NA
"VR2W-106289","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_081",75191115,2012-06-27 21:31:56,150.55807,-34.86566,2013-07-16 17:24:57,150.55807,-34.86566,NA
"VR2W-109612","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_066",75191164,2012-06-27 21:30:43,150.56357,-34.87026,2013-07-17 20:23:19,150.56357,-34.87026,NA
"VR2W-111369","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_064",75191199,2012-06-27 21:28:52,150.57018,-34.87383,2013-07-17 20:16:41,150.57018,-34.87383,NA
"VR2W-106963","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","Ind_007",75191129,2012-06-27 21:24:56,150.57414,-34.8635,2013-07-16 18:57:18,150.57414,-34.8635,NA
"VR2W-109588","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_059",75191143,2012-06-27 21:23:45,150.58379,-34.86864,2013-07-17 19:52:17,150.58379,-34.86864,NA
"VR2W-104127","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","Ind_004",75191108,2012-06-27 21:22:40,150.59082,-34.87185,2013-07-16 20:51:57,150.59082,-34.87185,NA
"VR2W-109610","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","Ind_003",75191157,2012-06-27 21:21:22,150.59705,-34.86668,2013-07-16 18:50:11,150.59705,-34.86668,NA
"VR2W-110516","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_049",75191192,2012-06-27 21:20:14,150.6049,-34.86266,2013-07-17 19:55:41,150.6049,-34.86266,NA
"VR2W-101086","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","Ind_002",75191094,2012-06-26 19:41:29,150.67525,-34.84511,2013-07-16 18:02:44,150.67525,-34.84511,NA
"VR2W-112173","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_092",75191206,2012-06-26 19:33:00,150.7003,-34.868683,2013-07-17 19:19:11,150.7003,-34.868683,NA
"VR2W-103760","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","Ind_001",75191101,2012-06-26 19:30:03,150.73158,-34.86185,2013-07-16 18:41:37,150.73158,-34.86185,NA
"VR2W-101083","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_101",75191087,2012-06-26 19:23:45,150.7281,-34.89679,2013-07-16 17:47:16,150.7281,-34.89679,NA
"VR2W-110477","NSW Department of Primary Industries","NSW DPI Coastal and Estuarine Fish Tracking (CEFT)","Shoalhaven River","CM_012",75191185,2012-06-26 19:20:52,150.755333,-34.90195,2013-07-16 17:31:43,150.755333,-34.90195,NA
